states_name,period_of_kind_loan,amount_outstanding_as_of_survey_date,source_of_kind_loan_doctor lawyers and other professionals,source_of_kind_loan_input supplier,source_of_kind_loan_other,source_of_kind_loan_relatives & friends
Uttarakhand,1.0,4000,0,1,0,0
Uttarakhand,,4000,0,0,0,0
Uttarakhand,3.0,6000,0,0,0,1
Uttarakhand,,6000,0,0,0,0
Uttarakhand,3.0,5000,0,0,0,1
Uttarakhand,,5000,0,0,0,0
Uttarakhand,2.0,850,0,1,0,0
Uttarakhand,,850,0,0,0,0
Uttarakhand,2.0,600,0,1,0,0
Uttarakhand,,600,0,0,0,0
Uttarakhand,2.0,700,0,1,0,0
Uttarakhand,,700,0,0,0,0
Uttarakhand,3.0,1900,0,1,0,0
Uttarakhand,,1900,0,0,0,0
Uttarakhand,2.0,750,0,1,0,0
Uttarakhand,,750,0,0,0,0
Uttarakhand,2.0,27500,0,1,0,0
Uttarakhand,,27500,0,0,0,0
Uttarakhand,2.0,1600,0,1,0,0
Uttarakhand,2.0,1200,1,0,0,0
Uttarakhand,,2800,0,0,0,0
Uttarakhand,3.0,1790,0,1,0,0
Uttarakhand,,1790,0,0,0,0
Uttarakhand,2.0,1580,0,0,0,1
Uttarakhand,,1580,0,0,0,0
Uttarakhand,1.0,860,0,0,1,0
Uttarakhand,,860,0,0,0,0
Uttarakhand,2.0,2460,0,1,0,0
Uttarakhand,,2460,0,0,0,0
Uttarakhand,2.0,650,0,0,1,0
Uttarakhand,,650,0,0,0,0
Uttarakhand,2.0,790,0,1,0,0
Uttarakhand,,790,0,0,0,0
Uttarakhand,1.0,1200,0,1,0,0
Uttarakhand,,1200,0,0,0,0
Uttarakhand,2.0,4500,0,0,0,1
Uttarakhand,,4500,0,0,0,0
Uttarakhand,2.0,910,0,1,0,0
Uttarakhand,,910,0,0,0,0
Uttarakhand,3.0,1730,0,1,0,0
Uttarakhand,,1730,0,0,0,0
Uttarakhand,2.0,710,0,1,0,0
Uttarakhand,,710,0,0,0,0
Uttarakhand,3.0,15000,0,0,0,1
Uttarakhand,,15000,0,0,0,0
Uttarakhand,4.0,18500,0,1,0,0
Uttarakhand,,18500,0,0,0,0
Uttarakhand,1.0,2100,0,0,1,0
Uttarakhand,,2100,0,0,0,0
Uttarakhand,2.0,1900,0,1,0,0
Uttarakhand,,1900,0,0,0,0
Uttarakhand,2.0,1500,0,1,0,0
Uttarakhand,,1500,0,0,0,0
Uttarakhand,2.0,1200,0,1,0,0
Uttarakhand,,1200,0,0,0,0
Uttarakhand,2.0,1275,1,0,0,0
Uttarakhand,,1275,0,0,0,0
Uttarakhand,2.0,700,0,1,0,0
Uttarakhand,,700,0,0,0,0
Uttarakhand,3.0,13700,0,1,0,0
Uttarakhand,,13700,0,0,0,0
Uttarakhand,1.0,1170,0,1,0,0
Uttarakhand,,1170,0,0,0,0
Uttarakhand,2.0,900,0,1,0,0
Uttarakhand,,900,0,0,0,0
Uttarakhand,4.0,20000,0,1,0,0
Uttarakhand,,20000,0,0,0,0
Uttarakhand,3.0,12720,0,1,0,0
Uttarakhand,,12720,0,0,0,0
Uttarakhand,2.0,850,0,1,0,0
Uttarakhand,,850,0,0,0,0
Uttarakhand,3.0,2000,0,1,0,0
Uttarakhand,,2000,0,0,0,0
Uttarakhand,4.0,6000,0,1,0,0
Uttarakhand,,6000,0,0,0,0
Uttarakhand,1.0,1000,0,0,1,0
Uttarakhand,,1000,0,0,0,0
Uttarakhand,1.0,10000,0,0,1,0
Uttarakhand,,10000,0,0,0,0
Uttarakhand,1.0,5000,0,0,0,1
Uttarakhand,,5000,0,0,0,0
Uttarakhand,1.0,25000,0,1,0,0
Uttarakhand,,25000,0,0,0,0
Uttarakhand,2.0,9000,0,1,0,0
Uttarakhand,,9000,0,0,0,0
Uttarakhand,2.0,900,0,1,0,0
Uttarakhand,,900,0,0,0,0
Uttarakhand,2.0,900,0,1,0,0
Uttarakhand,,900,0,0,0,0
Uttarakhand,2.0,2100,0,1,0,0
Uttarakhand,,2100,0,0,0,0
Uttarakhand,2.0,1400,0,0,1,0
Uttarakhand,,1400,0,0,0,0
Uttarakhand,1.0,500,0,1,0,0
Uttarakhand,,500,0,0,0,0
Uttarakhand,2.0,3400,0,0,1,0
Uttarakhand,,3400,0,0,0,0
Uttarakhand,2.0,3500,0,1,0,0
Uttarakhand,,3500,0,0,0,0
Uttarakhand,2.0,700,0,0,1,0
Uttarakhand,,700,0,0,0,0
Uttarakhand,2.0,700,0,1,0,0
Uttarakhand,,700,0,0,0,0
Uttarakhand,3.0,450,0,0,1,0
Uttarakhand,,450,0,0,0,0
Uttarakhand,2.0,1300,0,1,0,0
Uttarakhand,,1300,0,0,0,0
Uttarakhand,2.0,2500,0,0,1,0
Uttarakhand,,2500,0,0,0,0
Uttarakhand,2.0,234000,0,1,0,0
Uttarakhand,,234000,0,0,0,0
Uttarakhand,2.0,1800,0,1,0,0
Uttarakhand,,1800,0,0,0,0
Uttarakhand,2.0,3500,0,1,0,0
Uttarakhand,,3500,0,0,0,0
Uttarakhand,2.0,3490,0,1,0,0
Uttarakhand,,3490,0,0,0,0
Uttarakhand,2.0,5430,0,1,0,0
Uttarakhand,,5430,0,0,0,0
Uttarakhand,2.0,1500,0,0,1,0
Uttarakhand,,1500,0,0,0,0
Uttarakhand,2.0,1590,0,0,1,0
Uttarakhand,,1590,0,0,0,0
Uttarakhand,1.0,600,0,1,0,0
Uttarakhand,,600,0,0,0,0
Uttarakhand,3.0,1560,0,1,0,0
Uttarakhand,,1560,0,0,0,0
Uttarakhand,4.0,3000,0,1,0,0
Uttarakhand,,3000,0,0,0,0
Uttarakhand,3.0,34000,0,0,1,0
Uttarakhand,,34000,0,0,0,0
Uttarakhand,1.0,3000,0,1,0,0
Uttarakhand,,3000,0,0,0,0
Uttarakhand,5.0,33000,0,1,0,0
Uttarakhand,,33000,0,0,0,0
Uttarakhand,5.0,60000,0,1,0,0
Uttarakhand,,60000,0,0,0,0
Haryana,5.0,20000,0,0,0,1
Haryana,,20000,0,0,0,0
Haryana,1.0,1650,0,1,0,0
Haryana,,1650,0,0,0,0
Haryana,1.0,2750,0,1,0,0
Haryana,,2750,0,0,0,0
Haryana,1.0,45000,0,1,0,0
Haryana,,45000,0,0,0,0
Haryana,1.0,1950,0,1,0,0
Haryana,,1950,0,0,0,0
Haryana,1.0,1500,0,1,0,0
Haryana,,1500,0,0,0,0
Haryana,1.0,1200,0,1,0,0
Haryana,,1200,0,0,0,0
Haryana,2.0,7650,0,1,0,0
Haryana,,7650,0,0,0,0
Haryana,2.0,26700,0,0,0,1
Haryana,,26700,0,0,0,0
Haryana,2.0,1000,0,0,1,0
Haryana,,1000,0,0,0,0
Haryana,3.0,8000,0,1,0,0
Haryana,,8000,0,0,0,0
Haryana,3.0,7000,0,1,0,0
Haryana,,7000,0,0,0,0
Haryana,2.0,7000,0,1,0,0
Haryana,,7000,0,0,0,0
Haryana,3.0,4000,0,1,0,0
Haryana,,4000,0,0,0,0
Haryana,2.0,3000,0,1,0,0
Haryana,,3000,0,0,0,0
Haryana,2.0,3000,0,1,0,0
Haryana,,3000,0,0,0,0
Haryana,4.0,40000,0,1,0,0
Haryana,,40000,0,0,0,0
Haryana,4.0,20000,0,1,0,0
Haryana,,20000,0,0,0,0
Haryana,3.0,5000,0,1,0,0
Haryana,,5000,0,0,0,0
Haryana,2.0,2500,0,1,0,0
Haryana,,2500,0,0,0,0
Haryana,1.0,1100,0,1,0,0
Haryana,,1100,0,0,0,0
Haryana,2.0,2500,0,1,0,0
Haryana,,2500,0,0,0,0
Haryana,1.0,1100,0,1,0,0
Haryana,,1100,0,0,0,0
Haryana,1.0,850,0,1,0,0
Haryana,,850,0,0,0,0
Haryana,1.0,1200,0,1,0,0
Haryana,,1200,0,0,0,0
Haryana,1.0,1250,0,1,0,0
Haryana,,1250,0,0,0,0
Haryana,1.0,1200,0,1,0,0
Haryana,,1200,0,0,0,0
Haryana,1.0,20000,0,1,0,0
Haryana,,20000,0,0,0,0
Haryana,1.0,1500,0,1,0,0
Haryana,,1500,0,0,0,0
Haryana,2.0,2150,0,1,0,0
Haryana,,2150,0,0,0,0
Haryana,1.0,560,0,1,0,0
Haryana,,560,0,0,0,0
Haryana,2.0,860,0,1,0,0
Haryana,,860,0,0,0,0
Haryana,1.0,1300,0,1,0,0
Haryana,,1300,0,0,0,0
Haryana,2.0,1600,0,1,0,0
Haryana,,1600,0,0,0,0
Haryana,2.0,2000,0,0,1,0
Haryana,,2000,0,0,0,0
Haryana,3.0,600,0,0,1,0
Haryana,,600,0,0,0,0
Haryana,2.0,780,0,1,0,0
Haryana,,780,0,0,0,0
Haryana,2.0,2300,0,1,0,0
Haryana,,2300,0,0,0,0
Haryana,2.0,1000,0,1,0,0
Haryana,,1000,0,0,0,0
Haryana,3.0,5000,0,1,0,0
Haryana,,5000,0,0,0,0
Haryana,3.0,1000,0,1,0,0
Haryana,,1000,0,0,0,0
Rajasthan,5.0,65000,0,1,0,0
Rajasthan,,65000,0,0,0,0
Rajasthan,5.0,30000,0,1,0,0
Rajasthan,,30000,0,0,0,0
Rajasthan,5.0,4000,0,1,0,0
Rajasthan,,4000,0,0,0,0
Rajasthan,4.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,3.0,15000,0,1,0,0
Rajasthan,,15000,0,0,0,0
Rajasthan,2.0,4000,0,1,0,0
Rajasthan,,4000,0,0,0,0
Rajasthan,2.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,1.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,1.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,5200,0,1,0,0
Rajasthan,,5200,0,0,0,0
Rajasthan,5.0,7000,0,1,0,0
Rajasthan,,7000,0,0,0,0
Rajasthan,4.0,2600,0,0,1,0
Rajasthan,,2600,0,0,0,0
Rajasthan,2.0,5000,0,1,0,0
Rajasthan,5.0,10000,0,1,0,0
Rajasthan,,15000,0,0,0,0
Rajasthan,4.0,10000,0,1,0,0
Rajasthan,4.0,10000,0,1,0,0
Rajasthan,,20000,0,0,0,0
Rajasthan,5.0,100000,0,1,0,0
Rajasthan,,100000,0,0,0,0
Rajasthan,1.0,15000,0,1,0,0
Rajasthan,,15000,0,0,0,0
Rajasthan,5.0,10000,0,1,0,0
Rajasthan,5.0,10000,0,1,0,0
Rajasthan,,20000,0,0,0,0
Rajasthan,4.0,6000,0,1,0,0
Rajasthan,,6000,0,0,0,0
Rajasthan,3.0,15000,0,0,1,0
Rajasthan,,15000,0,0,0,0
Rajasthan,4.0,15000,0,0,1,0
Rajasthan,,15000,0,0,0,0
Rajasthan,1.0,1300,0,1,0,0
Rajasthan,,1300,0,0,0,0
Rajasthan,5.0,30000,0,1,0,0
Rajasthan,5.0,15000,0,1,0,0
Rajasthan,4.0,3000,0,1,0,0
Rajasthan,,48000,0,0,0,0
Rajasthan,5.0,90000,0,1,0,0
Rajasthan,,90000,0,0,0,0
Rajasthan,1.0,11500,0,0,1,0
Rajasthan,4.0,3000,0,0,1,0
Rajasthan,,14500,0,0,0,0
Rajasthan,3.0,20000,0,1,0,0
Rajasthan,3.0,20000,0,1,0,0
Rajasthan,,40000,0,0,0,0
Rajasthan,1.0,45000,0,1,0,0
Rajasthan,,45000,0,0,0,0
Rajasthan,3.0,7000,0,1,0,0
Rajasthan,,7000,0,0,0,0
Rajasthan,2.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,2.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,1.0,7000,0,1,0,0
Rajasthan,,7000,0,0,0,0
Rajasthan,3.0,50000,0,1,0,0
Rajasthan,,50000,0,0,0,0
Rajasthan,3.0,20000,0,1,0,0
Rajasthan,,20000,0,0,0,0
Rajasthan,5.0,25000,0,0,0,1
Rajasthan,,25000,0,0,0,0
Rajasthan,5.0,30000,0,1,0,0
Rajasthan,,30000,0,0,0,0
Rajasthan,3.0,15000,0,1,0,0
Rajasthan,,15000,0,0,0,0
Rajasthan,3.0,10560,0,1,0,0
Rajasthan,,10560,0,0,0,0
Rajasthan,5.0,11000,0,1,0,0
Rajasthan,,11000,0,0,0,0
Rajasthan,3.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,3.0,6000,0,1,0,0
Rajasthan,,6000,0,0,0,0
Rajasthan,4.0,9000,0,1,0,0
Rajasthan,,9000,0,0,0,0
Rajasthan,5.0,13200,0,1,0,0
Rajasthan,,13200,0,0,0,0
Rajasthan,4.0,30000,0,1,0,0
Rajasthan,,30000,0,0,0,0
Rajasthan,1.0,2400,0,1,0,0
Rajasthan,,2400,0,0,0,0
Rajasthan,1.0,20000,0,0,0,1
Rajasthan,,20000,0,0,0,0
Rajasthan,1.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,50000,0,1,0,0
Rajasthan,3.0,20000,0,0,1,0
Rajasthan,2.0,30000,0,0,1,0
Rajasthan,,100000,0,0,0,0
Rajasthan,4.0,15000,0,0,1,0
Rajasthan,,15000,0,0,0,0
Rajasthan,3.0,10400,0,1,0,0
Rajasthan,,10400,0,0,0,0
Rajasthan,3.0,12480,0,1,0,0
Rajasthan,3.0,10500,0,0,1,0
Rajasthan,,22980,0,0,0,0
Rajasthan,3.0,5200,0,1,0,0
Rajasthan,3.0,8320,0,0,1,0
Rajasthan,,13520,0,0,0,0
Rajasthan,3.0,32400,0,1,0,0
Rajasthan,1.0,2000,0,0,1,0
Rajasthan,,34400,0,0,0,0
Rajasthan,3.0,5400,0,0,1,0
Rajasthan,3.0,4320,0,1,0,0
Rajasthan,,9720,0,0,0,0
Rajasthan,3.0,2160,0,0,1,0
Rajasthan,3.0,3240,0,1,0,0
Rajasthan,,5400,0,0,0,0
Rajasthan,3.0,4240,0,0,1,0
Rajasthan,,4240,0,0,0,0
Rajasthan,5.0,37200,0,0,1,0
Rajasthan,5.0,12400,0,0,1,0
Rajasthan,3.0,10800,0,1,0,0
Rajasthan,,60400,0,0,0,0
Rajasthan,2.0,2080,0,0,1,0
Rajasthan,,2080,0,0,0,0
Rajasthan,2.0,10000,0,0,1,0
Rajasthan,,10000,0,0,0,0
Rajasthan,2.0,10000,0,0,1,0
Rajasthan,,10000,0,0,0,0
Rajasthan,4.0,20000,0,0,1,0
Rajasthan,,20000,0,0,0,0
Rajasthan,4.0,10000,0,0,1,0
Rajasthan,,10000,0,0,0,0
Rajasthan,1.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,1.0,1800,0,0,0,1
Rajasthan,,1800,0,0,0,0
Rajasthan,1.0,1200,0,0,0,1
Rajasthan,,1200,0,0,0,0
Rajasthan,2.0,8000,0,0,0,1
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,2500,0,0,0,1
Rajasthan,,2500,0,0,0,0
Rajasthan,2.0,2800,0,0,1,0
Rajasthan,3.0,8000,0,0,1,0
Rajasthan,5.0,32000,0,0,1,0
Rajasthan,,42800,0,0,0,0
Rajasthan,1.0,600,0,0,1,0
Rajasthan,,600,0,0,0,0
Rajasthan,1.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,4000,0,1,0,0
Rajasthan,3.0,4200,0,1,0,0
Rajasthan,2.0,1500,0,1,0,0
Rajasthan,,9700,0,0,0,0
Rajasthan,1.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,50000,0,1,0,0
Rajasthan,,50000,0,0,0,0
Rajasthan,2.0,6000,0,0,1,0
Rajasthan,,6000,0,0,0,0
Rajasthan,1.0,2500,0,0,1,0
Rajasthan,,2500,0,0,0,0
Rajasthan,2.0,4000,0,1,0,0
Rajasthan,,4000,0,0,0,0
Rajasthan,2.0,1200,0,1,0,0
Rajasthan,,1200,0,0,0,0
Rajasthan,1.0,100,0,0,1,0
Rajasthan,,100,0,0,0,0
Rajasthan,5.0,18600,0,0,1,0
Rajasthan,,18600,0,0,0,0
Rajasthan,4.0,20000,1,0,0,0
Rajasthan,3.0,15000,0,0,1,0
Rajasthan,,35000,0,0,0,0
Rajasthan,2.0,6000,0,1,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,,11000,0,0,0,0
Rajasthan,3.0,3400,0,1,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,,8400,0,0,0,0
Rajasthan,2.0,3000,0,0,1,0
Rajasthan,,3000,0,0,0,0
Rajasthan,1.0,60,0,0,1,0
Rajasthan,2.0,150,0,0,1,0
Rajasthan,,210,0,0,0,0
Rajasthan,2.0,6000,0,1,0,0
Rajasthan,,6000,0,0,0,0
Rajasthan,4.0,50000,0,1,0,0
Rajasthan,,50000,0,0,0,0
Rajasthan,4.0,40000,0,1,0,0
Rajasthan,,40000,0,0,0,0
Rajasthan,3.0,15000,0,1,0,0
Rajasthan,2.0,12000,0,1,0,0
Rajasthan,,27000,0,0,0,0
Rajasthan,3.0,3000,0,1,0,0
Rajasthan,3.0,5000,0,0,1,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,4000,0,1,0,0
Rajasthan,,4000,0,0,0,0
Rajasthan,3.0,100000,0,1,0,0
Rajasthan,,100000,0,0,0,0
Rajasthan,2.0,3000,0,1,0,0
Rajasthan,,3000,0,0,0,0
Rajasthan,2.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,3000,0,1,0,0
Rajasthan,,3000,0,0,0,0
Rajasthan,2.0,400,0,0,1,0
Rajasthan,,400,0,0,0,0
Rajasthan,3.0,10000,0,0,1,0
Rajasthan,3.0,18600,0,0,1,0
Rajasthan,,28600,0,0,0,0
Rajasthan,3.0,7000,0,1,0,0
Rajasthan,,7000,0,0,0,0
Rajasthan,3.0,15000,0,1,0,0
Rajasthan,,15000,0,0,0,0
Rajasthan,3.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,4.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,4.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,3.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,4.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,4.0,15000,0,1,0,0
Rajasthan,,15000,0,0,0,0
Rajasthan,4.0,15000,0,1,0,0
Rajasthan,,15000,0,0,0,0
Rajasthan,5.0,40000,0,1,0,0
Rajasthan,,40000,0,0,0,0
Rajasthan,3.0,3500,0,1,0,0
Rajasthan,,3500,0,0,0,0
Rajasthan,5.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,2.0,1000,0,1,0,0
Rajasthan,,1000,0,0,0,0
Rajasthan,3.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,2.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,3.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,1.0,3000,0,1,0,0
Rajasthan,,3000,0,0,0,0
Rajasthan,2.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,4000,0,1,0,0
Rajasthan,,4000,0,0,0,0
Rajasthan,3.0,3500,0,1,0,0
Rajasthan,,3500,0,0,0,0
Rajasthan,3.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,4.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,9000,0,1,0,0
Rajasthan,,9000,0,0,0,0
Rajasthan,5.0,8000,0,0,0,1
Rajasthan,,8000,0,0,0,0
Rajasthan,3.0,10000,0,0,0,1
Rajasthan,,10000,0,0,0,0
Rajasthan,5.0,200000,0,1,0,0
Rajasthan,,200000,0,0,0,0
Rajasthan,4.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,3.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,3.0,2500,0,0,1,0
Rajasthan,,2500,0,0,0,0
Rajasthan,3.0,3500,0,0,1,0
Rajasthan,,3500,0,0,0,0
Rajasthan,3.0,3500,0,0,1,0
Rajasthan,,3500,0,0,0,0
Rajasthan,3.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,1500,0,0,1,0
Rajasthan,,1500,0,0,0,0
Rajasthan,3.0,3500,0,0,1,0
Rajasthan,,3500,0,0,0,0
Rajasthan,3.0,1500,0,0,1,0
Rajasthan,,1500,0,0,0,0
Rajasthan,3.0,15000,0,0,1,0
Rajasthan,,15000,0,0,0,0
Rajasthan,3.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,8000,0,0,1,0
Rajasthan,,8000,0,0,0,0
Rajasthan,3.0,8000,0,0,1,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,2000,0,0,0,1
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,3000,0,0,1,0
Rajasthan,,3000,0,0,0,0
Rajasthan,3.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,4.0,30000,0,1,0,0
Rajasthan,,30000,0,0,0,0
Rajasthan,5.0,100000,0,1,0,0
Rajasthan,,100000,0,0,0,0
Rajasthan,4.0,12000,0,0,1,0
Rajasthan,,12000,0,0,0,0
Rajasthan,4.0,50000,0,0,1,0
Rajasthan,,50000,0,0,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,3.0,10000,0,0,1,0
Rajasthan,,10000,0,0,0,0
Rajasthan,2.0,5000,0,1,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,,10000,0,0,0,0
Rajasthan,2.0,6000,0,1,0,0
Rajasthan,,6000,0,0,0,0
Rajasthan,2.0,6000,0,1,0,0
Rajasthan,,6000,0,0,0,0
Rajasthan,2.0,3000,0,0,1,0
Rajasthan,,3000,0,0,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,3.0,10000,0,0,0,1
Rajasthan,,15000,0,0,0,0
Rajasthan,2.0,8000,0,0,1,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,4000,0,0,1,0
Rajasthan,,4000,0,0,0,0
Rajasthan,3.0,5000,0,0,1,0
Rajasthan,2.0,7000,0,0,1,0
Rajasthan,,12000,0,0,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,2000,0,0,0,1
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,1200,0,1,0,0
Rajasthan,,1200,0,0,0,0
Rajasthan,2.0,600,0,1,0,0
Rajasthan,,600,0,0,0,0
Rajasthan,3.0,1500,0,1,0,0
Rajasthan,,1500,0,0,0,0
Rajasthan,3.0,20000,0,1,0,0
Rajasthan,,20000,0,0,0,0
Rajasthan,4.0,950,0,1,0,0
Rajasthan,,950,0,0,0,0
Rajasthan,4.0,1200,0,1,0,0
Rajasthan,,1200,0,0,0,0
Rajasthan,2.0,2500,0,0,1,0
Rajasthan,,2500,0,0,0,0
Rajasthan,2.0,1000,0,0,1,0
Rajasthan,,1000,0,0,0,0
Rajasthan,2.0,1200,0,0,1,0
Rajasthan,,1200,0,0,0,0
Rajasthan,2.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,3.0,1500,0,0,1,0
Rajasthan,,1500,0,0,0,0
Rajasthan,2.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,1500,0,0,1,0
Rajasthan,,1500,0,0,0,0
Rajasthan,2.0,850,0,0,1,0
Rajasthan,,850,0,0,0,0
Rajasthan,2.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,3.0,9000,0,1,0,0
Rajasthan,,9000,0,0,0,0
Rajasthan,3.0,8000,0,0,1,0
Rajasthan,,8000,0,0,0,0
Rajasthan,3.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,1.0,5000,0,0,1,0
Rajasthan,,5000,0,0,0,0
Rajasthan,1.0,4500,0,0,1,0
Rajasthan,,4500,0,0,0,0
Rajasthan,2.0,2500,0,0,1,0
Rajasthan,,2500,0,0,0,0
Rajasthan,1.0,1500,0,0,1,0
Rajasthan,,1500,0,0,0,0
Rajasthan,2.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,10000,0,0,1,0
Rajasthan,,10000,0,0,0,0
Rajasthan,1.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,1500,0,0,1,0
Rajasthan,,1500,0,0,0,0
Rajasthan,2.0,4000,0,0,1,0
Rajasthan,,4000,0,0,0,0
Rajasthan,2.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,3500,0,0,1,0
Rajasthan,,3500,0,0,0,0
Rajasthan,2.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,4000,0,0,1,0
Rajasthan,,4000,0,0,0,0
Rajasthan,2.0,2000,0,0,1,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,4500,0,1,0,0
Rajasthan,,4500,0,0,0,0
Rajasthan,2.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,6000,0,0,1,0
Rajasthan,,6000,0,0,0,0
Rajasthan,2.0,7000,0,1,0,0
Rajasthan,,7000,0,0,0,0
Rajasthan,1.0,10000,0,1,0,0
Rajasthan,,10000,0,0,0,0
Rajasthan,2.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,5000,0,1,0,0
Rajasthan,,5000,0,0,0,0
Rajasthan,2.0,2000,0,1,0,0
Rajasthan,,2000,0,0,0,0
Rajasthan,2.0,3200,0,1,0,0
Rajasthan,,3200,0,0,0,0
Rajasthan,2.0,4400,0,1,0,0
Rajasthan,,4400,0,0,0,0
Rajasthan,2.0,2500,0,1,0,0
Rajasthan,,2500,0,0,0,0
Rajasthan,2.0,2200,0,1,0,0
Rajasthan,,2200,0,0,0,0
Rajasthan,2.0,3200,0,0,1,0
Rajasthan,,3200,0,0,0,0
Rajasthan,5.0,8000,0,1,0,0
Rajasthan,,8000,0,0,0,0
Rajasthan,2.0,2500,0,0,1,0
Rajasthan,,2500,0,0,0,0
Rajasthan,2.0,1800,0,0,1,0
Rajasthan,,1800,0,0,0,0
Rajasthan,2.0,3500,0,0,0,1
Rajasthan,,3500,0,0,0,0
Rajasthan,3.0,2800,0,0,0,1
Rajasthan,,2800,0,0,0,0
Rajasthan,2.0,1500,0,0,1,0
Rajasthan,,1500,0,0,0,0
Rajasthan,3.0,4000,0,1,0,0
Rajasthan,,4000,0,0,0,0
Rajasthan,4.0,6000,0,1,0,0
Rajasthan,,6000,0,0,0,0
Rajasthan,5.0,20000,0,1,0,0
