states_name,period_of_kind_loan,amount_outstanding_as_of_survey_date,source_of_kind_loan_doctor lawyers and other professionals,source_of_kind_loan_input supplier,source_of_kind_loan_other,source_of_kind_loan_relatives & friends
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,4.0,4500,0,1,0,0
Uttar Pradesh,,4500,0,0,0,0
Uttar Pradesh,1.0,15000,0,1,0,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,3.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,4.0,47000,0,0,1,0
Uttar Pradesh,4.0,3000,0,0,1,0
Uttar Pradesh,4.0,23000,0,0,1,0
Uttar Pradesh,,73000,0,0,0,0
Uttar Pradesh,5.0,9000,0,1,0,0
Uttar Pradesh,,9000,0,0,0,0
Uttar Pradesh,5.0,62500,0,1,0,0
Uttar Pradesh,,62500,0,0,0,0
Uttar Pradesh,3.0,3480,0,1,0,0
Uttar Pradesh,,3480,0,0,0,0
Uttar Pradesh,2.0,2450,0,1,0,0
Uttar Pradesh,,2450,0,0,0,0
Uttar Pradesh,2.0,2150,0,1,0,0
Uttar Pradesh,,2150,0,0,0,0
Uttar Pradesh,3.0,5860,0,1,0,0
Uttar Pradesh,,5860,0,0,0,0
Uttar Pradesh,3.0,8000,0,1,0,0
Uttar Pradesh,,8000,0,0,0,0
Uttar Pradesh,1.0,1280,0,0,1,0
Uttar Pradesh,,1280,0,0,0,0
Uttar Pradesh,3.0,11500,0,1,0,0
Uttar Pradesh,,11500,0,0,0,0
Uttar Pradesh,3.0,4353,0,0,1,0
Uttar Pradesh,,4353,0,0,0,0
Uttar Pradesh,2.0,3200,0,0,1,0
Uttar Pradesh,3.0,4195,0,0,1,0
Uttar Pradesh,,7395,0,0,0,0
Uttar Pradesh,1.0,18000,0,1,0,0
Uttar Pradesh,,18000,0,0,0,0
Uttar Pradesh,2.0,780,0,1,0,0
Uttar Pradesh,,780,0,0,0,0
Uttar Pradesh,1.0,12000,0,1,0,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,3.0,2200,0,0,1,0
Uttar Pradesh,,2200,0,0,0,0
Uttar Pradesh,4.0,3200,0,0,1,0
Uttar Pradesh,,3200,0,0,0,0
Uttar Pradesh,1.0,680,0,0,1,0
Uttar Pradesh,,680,0,0,0,0
Uttar Pradesh,2.0,3500,0,0,1,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,2.0,8000,0,0,1,0
Uttar Pradesh,,8000,0,0,0,0
Uttar Pradesh,2.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,2.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,1.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,3.0,3900,0,0,1,0
Uttar Pradesh,,3900,0,0,0,0
Uttar Pradesh,4.0,9000,0,0,1,0
Uttar Pradesh,,9000,0,0,0,0
Uttar Pradesh,3.0,3800,0,0,1,0
Uttar Pradesh,,3800,0,0,0,0
Uttar Pradesh,2.0,2700,0,0,1,0
Uttar Pradesh,,2700,0,0,0,0
Uttar Pradesh,5.0,60000,0,1,0,0
Uttar Pradesh,,60000,0,0,0,0
Uttar Pradesh,3.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,2.0,1200,0,1,0,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,5.0,10000,0,0,1,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,2.0,10000,0,0,0,1
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,2.0,1000,0,0,1,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,3.0,80000,0,1,0,0
Uttar Pradesh,,80000,0,0,0,0
Uttar Pradesh,1.0,11200,0,1,0,0
Uttar Pradesh,,11200,0,0,0,0
Uttar Pradesh,1.0,700,0,0,1,0
Uttar Pradesh,,700,0,0,0,0
Uttar Pradesh,3.0,1400,0,0,1,0
Uttar Pradesh,,1400,0,0,0,0
Uttar Pradesh,3.0,3500,0,0,0,1
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,3.0,23500,0,0,0,1
Uttar Pradesh,,23500,0,0,0,0
Uttar Pradesh,1.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,2.0,1450,0,0,1,0
Uttar Pradesh,,1450,0,0,0,0
Uttar Pradesh,1.0,1000,0,0,1,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,2.0,1280,0,0,1,0
Uttar Pradesh,,1280,0,0,0,0
Uttar Pradesh,2.0,1140,0,0,1,0
Uttar Pradesh,,1140,0,0,0,0
Uttar Pradesh,1.0,1860,0,0,1,0
Uttar Pradesh,,1860,0,0,0,0
Uttar Pradesh,3.0,40000,1,0,0,0
Uttar Pradesh,,40000,0,0,0,0
Uttar Pradesh,2.0,96230,0,0,1,0
Uttar Pradesh,,96230,0,0,0,0
Uttar Pradesh,2.0,1080,0,0,1,0
Uttar Pradesh,,1080,0,0,0,0
Uttar Pradesh,5.0,12000,0,0,1,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,2.0,21535,0,0,1,0
Uttar Pradesh,,21535,0,0,0,0
Uttar Pradesh,2.0,629,0,0,1,0
Uttar Pradesh,,629,0,0,0,0
Uttar Pradesh,1.0,1122,0,0,1,0
Uttar Pradesh,,1122,0,0,0,0
Uttar Pradesh,2.0,571,0,0,1,0
Uttar Pradesh,,571,0,0,0,0
Uttar Pradesh,5.0,25000,0,0,1,0
Uttar Pradesh,,25000,0,0,0,0
Uttar Pradesh,2.0,734,0,0,1,0
Uttar Pradesh,,734,0,0,0,0
Uttar Pradesh,2.0,923,0,0,1,0
Uttar Pradesh,,923,0,0,0,0
Uttar Pradesh,3.0,1120,0,0,1,0
Uttar Pradesh,,1120,0,0,0,0
Uttar Pradesh,3.0,1190,0,0,1,0
Uttar Pradesh,,1190,0,0,0,0
Uttar Pradesh,2.0,1850,0,0,1,0
Uttar Pradesh,,1850,0,0,0,0
Uttar Pradesh,2.0,2890,0,0,1,0
Uttar Pradesh,,2890,0,0,0,0
Uttar Pradesh,2.0,2150,0,0,1,0
Uttar Pradesh,,2150,0,0,0,0
Uttar Pradesh,2.0,3850,0,0,1,0
Uttar Pradesh,,3850,0,0,0,0
Uttar Pradesh,2.0,3250,0,0,1,0
Uttar Pradesh,,3250,0,0,0,0
Uttar Pradesh,1.0,1235,0,0,1,0
Uttar Pradesh,,1235,0,0,0,0
Uttar Pradesh,1.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,1.0,1250,0,1,0,0
Uttar Pradesh,,1250,0,0,0,0
Uttar Pradesh,2.0,2150,0,0,1,0
Uttar Pradesh,,2150,0,0,0,0
Uttar Pradesh,3.0,2100,0,0,1,0
Uttar Pradesh,,2100,0,0,0,0
Uttar Pradesh,5.0,10000,0,1,0,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,2.0,10000,0,0,1,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,3.0,2200,0,0,1,0
Uttar Pradesh,,2200,0,0,0,0
Uttar Pradesh,5.0,15000,0,1,0,0
Uttar Pradesh,5.0,3000,0,1,0,0
Uttar Pradesh,,18000,0,0,0,0
Uttar Pradesh,5.0,16000,0,0,1,0
Uttar Pradesh,2.0,5000,0,0,1,0
Uttar Pradesh,3.0,12000,0,0,1,0
Uttar Pradesh,,33000,0,0,0,0
Uttar Pradesh,5.0,16000,0,0,1,0
Uttar Pradesh,3.0,10000,0,0,1,0
Uttar Pradesh,5.0,20000,0,0,1,0
Uttar Pradesh,,46000,0,0,0,0
Uttar Pradesh,3.0,3000,0,0,1,0
Uttar Pradesh,3.0,4500,0,0,1,0
Uttar Pradesh,,7500,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,5.0,20000,0,0,1,0
Uttar Pradesh,,35000,0,0,0,0
Uttar Pradesh,5.0,26000,0,0,1,0
Uttar Pradesh,4.0,4000,0,0,1,0
Uttar Pradesh,,30000,0,0,0,0
Uttar Pradesh,5.0,11200,0,0,1,0
Uttar Pradesh,,11200,0,0,0,0
Uttar Pradesh,2.0,4000,0,1,0,0
Uttar Pradesh,2.0,12000,0,1,0,0
Uttar Pradesh,,16000,0,0,0,0
Uttar Pradesh,3.0,7000,0,1,0,0
Uttar Pradesh,,7000,0,0,0,0
Uttar Pradesh,2.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,3.0,3700,0,0,1,0
Uttar Pradesh,,3700,0,0,0,0
Uttar Pradesh,2.0,4500,0,0,1,0
Uttar Pradesh,,4500,0,0,0,0
Uttar Pradesh,2.0,635,0,0,1,0
Uttar Pradesh,3.0,12000,0,0,1,0
Uttar Pradesh,,12635,0,0,0,0
Uttar Pradesh,4.0,30650,0,0,1,0
Uttar Pradesh,,30650,0,0,0,0
Uttar Pradesh,2.0,6000,0,1,0,0
Uttar Pradesh,2.0,1000,0,1,0,0
Uttar Pradesh,1.0,1000,0,1,0,0
Uttar Pradesh,,8000,0,0,0,0
Uttar Pradesh,3.0,20000,0,0,0,1
Uttar Pradesh,3.0,15000,0,0,0,1
Uttar Pradesh,5.0,125000,0,0,0,1
Uttar Pradesh,,160000,0,0,0,0
Uttar Pradesh,3.0,3300,0,0,1,0
Uttar Pradesh,,3300,0,0,0,0
Uttar Pradesh,3.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,1.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,2700,0,0,1,0
Uttar Pradesh,,2700,0,0,0,0
Uttar Pradesh,2.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,3.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,2.0,2400,0,0,1,0
Uttar Pradesh,,2400,0,0,0,0
Uttar Pradesh,5.0,20000,0,0,1,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,3.0,2500,0,1,0,0
Uttar Pradesh,5.0,48000,0,1,0,0
Uttar Pradesh,,50500,0,0,0,0
Uttar Pradesh,1.0,50000,0,0,1,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,2.0,2500,0,0,1,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,2.0,1200,0,0,0,1
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,1.0,1200,0,0,0,1
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,2.0,1000,0,0,0,1
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,1.0,1000,0,1,0,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,4.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,1.0,7000,0,1,0,0
Uttar Pradesh,,7000,0,0,0,0
Uttar Pradesh,4.0,1800,0,0,0,1
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,3.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,3.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,3.0,3800,0,0,1,0
Uttar Pradesh,,3800,0,0,0,0
Uttar Pradesh,3.0,4800,0,0,1,0
Uttar Pradesh,,4800,0,0,0,0
Uttar Pradesh,4.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,2.0,1500,0,0,1,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,1.0,650,0,0,1,0
Uttar Pradesh,,650,0,0,0,0
Uttar Pradesh,1.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,2.0,4200,0,0,1,0
Uttar Pradesh,,4200,0,0,0,0
Uttar Pradesh,1.0,1400,0,0,1,0
Uttar Pradesh,,1400,0,0,0,0
Uttar Pradesh,1.0,800,0,0,1,0
Uttar Pradesh,,800,0,0,0,0
Uttar Pradesh,2.0,900,0,0,1,0
Uttar Pradesh,,900,0,0,0,0
Uttar Pradesh,1.0,40000,0,1,0,0
Uttar Pradesh,,40000,0,0,0,0
Uttar Pradesh,1.0,6000,0,1,0,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,2.0,10000,0,0,0,1
Uttar Pradesh,2.0,1500,0,0,1,0
Uttar Pradesh,,11500,0,0,0,0
Uttar Pradesh,1.0,1500,1,0,0,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,5.0,8211,0,0,1,0
Uttar Pradesh,,8211,0,0,0,0
Uttar Pradesh,2.0,3100,0,1,0,0
Uttar Pradesh,,3100,0,0,0,0
Uttar Pradesh,2.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,2.0,1250,0,1,0,0
Uttar Pradesh,,1250,0,0,0,0
Uttar Pradesh,2.0,1850,0,1,0,0
Uttar Pradesh,,1850,0,0,0,0
Uttar Pradesh,3.0,8000,0,1,0,0
Uttar Pradesh,,8000,0,0,0,0
Uttar Pradesh,5.0,10000,0,1,0,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,4.0,6000,0,1,0,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,1.0,10000,0,1,0,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,4.0,25000,0,1,0,0
Uttar Pradesh,,25000,0,0,0,0
Uttar Pradesh,5.0,100000,0,1,0,0
Uttar Pradesh,,100000,0,0,0,0
Uttar Pradesh,3.0,3000,0,1,0,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,3.0,1150,0,0,1,0
Uttar Pradesh,,1150,0,0,0,0
Uttar Pradesh,5.0,50000,0,0,1,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,3.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,4.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,5.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,5.0,50000,0,1,0,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,4.0,50000,0,1,0,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,4.0,4050,0,0,1,0
Uttar Pradesh,,4050,0,0,0,0
Uttar Pradesh,4.0,4050,0,0,1,0
Uttar Pradesh,,4050,0,0,0,0
Uttar Pradesh,4.0,3150,0,0,1,0
Uttar Pradesh,,3150,0,0,0,0
Uttar Pradesh,2.0,800,0,0,1,0
Uttar Pradesh,,800,0,0,0,0
Uttar Pradesh,1.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,1.0,1500,0,1,0,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,1400,0,1,0,0
Uttar Pradesh,,1400,0,0,0,0
Uttar Pradesh,1.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,1.0,10000,0,1,0,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,1.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,3.0,2800,0,1,0,0
Uttar Pradesh,,2800,0,0,0,0
Uttar Pradesh,3.0,18500,0,1,0,0
Uttar Pradesh,,18500,0,0,0,0
Uttar Pradesh,2.0,5290,0,1,0,0
Uttar Pradesh,,5290,0,0,0,0
Uttar Pradesh,2.0,20000,0,1,0,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,3.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,3.0,1260,0,1,0,0
Uttar Pradesh,,1260,0,0,0,0
Uttar Pradesh,2.0,2000,0,1,0,0
Uttar Pradesh,4.0,700,0,0,1,0
Uttar Pradesh,,2700,0,0,0,0
Uttar Pradesh,3.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,1.0,5500,0,1,0,0
Uttar Pradesh,,5500,0,0,0,0
Uttar Pradesh,2.0,1545,0,1,0,0
Uttar Pradesh,,1545,0,0,0,0
Uttar Pradesh,3.0,1580,0,1,0,0
Uttar Pradesh,,1580,0,0,0,0
Uttar Pradesh,1.0,3500,0,1,0,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,5.0,15000,0,1,0,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,5.0,12000,0,1,0,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,2.0,600,0,1,0,0
Uttar Pradesh,,600,0,0,0,0
Uttar Pradesh,3.0,1300,0,1,0,0
Uttar Pradesh,,1300,0,0,0,0
Uttar Pradesh,2.0,750,0,1,0,0
Uttar Pradesh,,750,0,0,0,0
Uttar Pradesh,5.0,35000,0,1,0,0
Uttar Pradesh,,35000,0,0,0,0
Uttar Pradesh,5.0,6800,0,1,0,0
Uttar Pradesh,,6800,0,0,0,0
Uttar Pradesh,3.0,1800,0,1,0,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,4.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,4.0,20000,0,0,1,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,2.0,1450,0,0,1,0
Uttar Pradesh,,1450,0,0,0,0
Uttar Pradesh,3.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,3.0,10600,0,1,0,0
Uttar Pradesh,,10600,0,0,0,0
Uttar Pradesh,4.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,3.0,5120,0,0,1,0
Uttar Pradesh,,5120,0,0,0,0
Uttar Pradesh,2.0,5000,0,0,1,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,4.0,20000,0,0,1,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,3.0,3200,0,0,1,0
Uttar Pradesh,,3200,0,0,0,0
Uttar Pradesh,1.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,3.0,5000,0,0,1,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,3.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,3.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,5.0,2700,0,1,0,0
Uttar Pradesh,,2700,0,0,0,0
Uttar Pradesh,5.0,9840,0,1,0,0
Uttar Pradesh,,9840,0,0,0,0
Uttar Pradesh,5.0,9890,0,1,0,0
Uttar Pradesh,,9890,0,0,0,0
Uttar Pradesh,5.0,18400,0,1,0,0
Uttar Pradesh,,18400,0,0,0,0
Uttar Pradesh,5.0,5680,0,1,0,0
Uttar Pradesh,,5680,0,0,0,0
Uttar Pradesh,5.0,14800,0,1,0,0
Uttar Pradesh,,14800,0,0,0,0
Uttar Pradesh,5.0,18450,0,1,0,0
Uttar Pradesh,,18450,0,0,0,0
Uttar Pradesh,5.0,12840,0,1,0,0
Uttar Pradesh,,12840,0,0,0,0
Uttar Pradesh,5.0,11600,0,1,0,0
Uttar Pradesh,,11600,0,0,0,0
Uttar Pradesh,5.0,13890,0,1,0,0
Uttar Pradesh,,13890,0,0,0,0
Uttar Pradesh,1.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,5.0,12000,0,0,1,0
Uttar Pradesh,,12000,0,0,0,0
Uttar Pradesh,5.0,13500,0,0,1,0
Uttar Pradesh,,13500,0,0,0,0
Uttar Pradesh,5.0,86000,0,0,1,0
Uttar Pradesh,,86000,0,0,0,0
Uttar Pradesh,5.0,5000,0,0,1,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,3.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,5.0,4200,0,0,1,0
Uttar Pradesh,,4200,0,0,0,0
Uttar Pradesh,5.0,5400,0,0,1,0
Uttar Pradesh,,5400,0,0,0,0
Uttar Pradesh,2.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,5.0,100000,0,1,0,0
Uttar Pradesh,,100000,0,0,0,0
Uttar Pradesh,5.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,3.0,1800,0,1,0,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,2.0,2000,0,0,1,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,3.0,5000,0,0,1,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,1.0,1000,0,1,0,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,3.0,1000,0,0,1,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,4.0,10000,0,0,1,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,3.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,1.0,14300,0,1,0,0
Uttar Pradesh,,14300,0,0,0,0
Uttar Pradesh,1.0,16000,0,1,0,0
Uttar Pradesh,,16000,0,0,0,0
Uttar Pradesh,1.0,1000,0,1,0,0
Uttar Pradesh,,1000,0,0,0,0
Uttar Pradesh,4.0,4400,0,1,0,0
Uttar Pradesh,,4400,0,0,0,0
Uttar Pradesh,2.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,2.0,381,0,0,1,0
Uttar Pradesh,,381,0,0,0,0
Uttar Pradesh,2.0,1230,0,0,1,0
Uttar Pradesh,,1230,0,0,0,0
Uttar Pradesh,2.0,468,0,0,1,0
Uttar Pradesh,,468,0,0,0,0
Uttar Pradesh,1.0,432,0,1,0,0
Uttar Pradesh,,432,0,0,0,0
Uttar Pradesh,2.0,610,0,0,1,0
Uttar Pradesh,,610,0,0,0,0
Uttar Pradesh,2.0,712,0,0,1,0
Uttar Pradesh,,712,0,0,0,0
Uttar Pradesh,2.0,413,0,0,1,0
Uttar Pradesh,,413,0,0,0,0
Uttar Pradesh,2.0,732,0,0,1,0
Uttar Pradesh,,732,0,0,0,0
Uttar Pradesh,3.0,3500,0,0,1,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,2.0,1600,0,0,1,0
Uttar Pradesh,,1600,0,0,0,0
Uttar Pradesh,2.0,3000,0,1,0,0
Uttar Pradesh,2.0,50000,0,0,1,0
Uttar Pradesh,,53000,0,0,0,0
Uttar Pradesh,5.0,37192,0,0,1,0
Uttar Pradesh,,37192,0,0,0,0
Uttar Pradesh,5.0,10000,0,0,1,0
Uttar Pradesh,,10000,0,0,0,0
Uttar Pradesh,5.0,52000,0,0,1,0
Uttar Pradesh,,52000,0,0,0,0
Uttar Pradesh,5.0,18000,0,0,1,0
Uttar Pradesh,,18000,0,0,0,0
Uttar Pradesh,3.0,5400,0,0,1,0
Uttar Pradesh,,5400,0,0,0,0
Uttar Pradesh,5.0,20000,0,0,1,0
Uttar Pradesh,,20000,0,0,0,0
Uttar Pradesh,3.0,5000,0,0,1,0
Uttar Pradesh,4.0,18000,0,0,1,0
Uttar Pradesh,,23000,0,0,0,0
Uttar Pradesh,5.0,42000,0,0,1,0
Uttar Pradesh,,42000,0,0,0,0
Uttar Pradesh,3.0,1800,0,0,1,0
Uttar Pradesh,,1800,0,0,0,0
Uttar Pradesh,5.0,45000,0,0,1,0
Uttar Pradesh,,45000,0,0,0,0
Uttar Pradesh,5.0,7500,0,0,1,0
Uttar Pradesh,,7500,0,0,0,0
Uttar Pradesh,5.0,14000,0,0,1,0
Uttar Pradesh,,14000,0,0,0,0
Uttar Pradesh,3.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,2.0,2200,0,0,1,0
Uttar Pradesh,,2200,0,0,0,0
Uttar Pradesh,3.0,3800,0,0,1,0
Uttar Pradesh,,3800,0,0,0,0
Uttar Pradesh,5.0,16000,0,0,1,0
Uttar Pradesh,,16000,0,0,0,0
Uttar Pradesh,3.0,4000,0,0,1,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,5.0,6500,0,0,1,0
Uttar Pradesh,,6500,0,0,0,0
Uttar Pradesh,5.0,25000,0,0,1,0
Uttar Pradesh,,25000,0,0,0,0
Uttar Pradesh,3.0,7000,0,0,1,0
Uttar Pradesh,,7000,0,0,0,0
Uttar Pradesh,2.0,2500,0,0,1,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,5.0,15000,0,0,1,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,2.0,3000,0,1,0,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,2.0,2300,0,1,0,0
Uttar Pradesh,,2300,0,0,0,0
Uttar Pradesh,2.0,2500,0,0,1,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,2.0,15000,0,1,0,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,1.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,3.0,6000,0,1,0,0
Uttar Pradesh,,6000,0,0,0,0
Uttar Pradesh,3.0,1500,0,1,0,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,2.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,2.0,3500,0,1,0,0
Uttar Pradesh,2.0,1500,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,2.0,3500,0,1,0,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,2.0,5000,0,1,0,0
Uttar Pradesh,,5000,0,0,0,0
Uttar Pradesh,3.0,8000,0,1,0,0
Uttar Pradesh,,8000,0,0,0,0
Uttar Pradesh,2.0,3000,0,1,0,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,3.0,3500,0,0,1,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,3.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,3.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,1.0,1500,0,1,0,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,200000,0,1,0,0
Uttar Pradesh,,200000,0,0,0,0
Uttar Pradesh,2.0,1500,0,1,0,0
Uttar Pradesh,,1500,0,0,0,0
Uttar Pradesh,2.0,7000,0,0,1,0
Uttar Pradesh,,7000,0,0,0,0
Uttar Pradesh,2.0,3000,0,0,1,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,2.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,2.0,3000,0,1,0,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,2.0,2500,0,0,1,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,2.0,1800,0,1,0,0
Uttar Pradesh,2.0,1700,0,1,0,0
Uttar Pradesh,,3500,0,0,0,0
Uttar Pradesh,2.0,500,0,1,0,0
Uttar Pradesh,,500,0,0,0,0
Uttar Pradesh,2.0,2000,0,1,0,0
Uttar Pradesh,,2000,0,0,0,0
Uttar Pradesh,1.0,500,0,1,0,0
Uttar Pradesh,,500,0,0,0,0
Uttar Pradesh,5.0,140000,0,1,0,0
Uttar Pradesh,,140000,0,0,0,0
Uttar Pradesh,5.0,160000,0,1,0,0
