year,state,industry,startups_recognized,unit,note
2021,Uttar Pradesh,Art & Photography,9,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Chemicals,13,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Computer Vision,2,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Telecommunication & Networking,22,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Construction,114,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Agriculture,96,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Aeronautics Aerospace & Defence,22,startups_recognized in absolute numbers,
2021,Uttar Pradesh,AI,18,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Green Technology,23,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Events,8,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Fashion,34,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Finance Technology,42,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Enterprise Software,17,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Food & Beverages,90,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Design,6,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Dating Matrimonial,2,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Education,130,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Renewable Energy,57,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Technology Hardware,53,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Healthcare & Lifesciences,177,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Internet of Things,20,startups_recognized in absolute numbers,
2021,Uttar Pradesh,IT Services,252,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Human Resources,52,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Marketing,31,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Nanotechnology,1,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Non- Renewable Energy,65,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Pets & Animals,2,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Media & Entertainment,27,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Retail,35,startups_recognized in absolute numbers,
2021,Uttar Pradesh,House-Hold Services,10,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Professional & Commercial Services,117,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Sports,7,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Social Impact,14,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Social Network,9,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Textiles & Apparel,51,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Indic Language Startups,2,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Transportation & Storage,24,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Logistics,10,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Travel & Tourism,19,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Security Solutions,25,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Real Estate,13,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Other Specialty Retailers,13,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Safety,6,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Robotics,7,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Biotechnology,1,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Waste Management,19,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Others,136,startups_recognized in absolute numbers,
2021,Uttar Pradesh,Toys and Games,7,startups_recognized in absolute numbers,
2021,Ladakh,Agriculture,1,startups_recognized in absolute numbers,
2021,Maharashtra,Analytics,33,startups_recognized in absolute numbers,
2021,Maharashtra,Advertising,17,startups_recognized in absolute numbers,
2021,Maharashtra,Architecture Interior Design,20,startups_recognized in absolute numbers,
2021,Maharashtra,AR VR (Augmented + Virtual Reality),15,startups_recognized in absolute numbers,
2021,Maharashtra,Automotive,87,startups_recognized in absolute numbers,
2021,Maharashtra,Art & Photography,4,startups_recognized in absolute numbers,
2021,Maharashtra,Animation,5,startups_recognized in absolute numbers,
2021,Maharashtra,Chemicals,61,startups_recognized in absolute numbers,
2021,Maharashtra,Computer Vision,6,startups_recognized in absolute numbers,
2021,Maharashtra,Telecommunication & Networking,37,startups_recognized in absolute numbers,
2021,Maharashtra,Construction,145,startups_recognized in absolute numbers,
2021,Maharashtra,Agriculture,209,startups_recognized in absolute numbers,
2021,Maharashtra,Aeronautics Aerospace & Defence,28,startups_recognized in absolute numbers,
2021,Maharashtra,AI,57,startups_recognized in absolute numbers,
2021,Maharashtra,Green Technology,69,startups_recognized in absolute numbers,
2021,Maharashtra,Events,16,startups_recognized in absolute numbers,
2021,Maharashtra,Fashion,46,startups_recognized in absolute numbers,
2021,Maharashtra,Finance Technology,150,startups_recognized in absolute numbers,
2021,Maharashtra,Enterprise Software,51,startups_recognized in absolute numbers,
2021,Maharashtra,Food & Beverages,183,startups_recognized in absolute numbers,
2021,Maharashtra,Design,27,startups_recognized in absolute numbers,
2021,Maharashtra,Dating Matrimonial,5,startups_recognized in absolute numbers,
2021,Maharashtra,Education,244,startups_recognized in absolute numbers,
2021,Maharashtra,Renewable Energy,92,startups_recognized in absolute numbers,
2021,Maharashtra,Technology Hardware,120,startups_recognized in absolute numbers,
2021,Maharashtra,Healthcare & Lifesciences,349,startups_recognized in absolute numbers,
2021,Maharashtra,Internet of Things,30,startups_recognized in absolute numbers,
2021,Maharashtra,IT Services,373,startups_recognized in absolute numbers,
2021,Maharashtra,Human Resources,63,startups_recognized in absolute numbers,
2021,Maharashtra,Marketing,72,startups_recognized in absolute numbers,
2021,Maharashtra,Nanotechnology,6,startups_recognized in absolute numbers,
2021,Maharashtra,Non- Renewable Energy,177,startups_recognized in absolute numbers,
2021,Maharashtra,Pets & Animals,11,startups_recognized in absolute numbers,
2021,Maharashtra,Media & Entertainment,61,startups_recognized in absolute numbers,
2021,Maharashtra,Retail,63,startups_recognized in absolute numbers,
2021,Maharashtra,House-Hold Services,20,startups_recognized in absolute numbers,
2021,Maharashtra,Professional & Commercial Services,196,startups_recognized in absolute numbers,
2021,Maharashtra,Sports,21,startups_recognized in absolute numbers,
2021,Maharashtra,Social Impact,18,startups_recognized in absolute numbers,
2021,Maharashtra,Social Network,25,startups_recognized in absolute numbers,
2021,Maharashtra,Textiles & Apparel,38,startups_recognized in absolute numbers,
2021,Maharashtra,Indic Language Startups,9,startups_recognized in absolute numbers,
2021,Maharashtra,Transportation & Storage,59,startups_recognized in absolute numbers,
2021,Maharashtra,Logistics,30,startups_recognized in absolute numbers,
2021,Maharashtra,Travel & Tourism,30,startups_recognized in absolute numbers,
2021,Maharashtra,Security Solutions,44,startups_recognized in absolute numbers,
2021,Maharashtra,Real Estate,21,startups_recognized in absolute numbers,
2021,Maharashtra,Other Specialty Retailers,19,startups_recognized in absolute numbers,
2021,Maharashtra,Safety,22,startups_recognized in absolute numbers,
2021,Maharashtra,Robotics,15,startups_recognized in absolute numbers,
2021,Maharashtra,Passenger Experience,1,startups_recognized in absolute numbers,
2021,Maharashtra,Biotechnology,13,startups_recognized in absolute numbers,
2021,Maharashtra,Waste Management,39,startups_recognized in absolute numbers,
2021,Maharashtra,Others,172,startups_recognized in absolute numbers,
2021,Maharashtra,Toys and Games,12,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,Agriculture,2,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,Fashion,1,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,Enterprise Software,2,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,Food & Beverages,2,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,House-Hold Services,1,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,Textiles & Apparel,1,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,Transportation & Storage,1,startups_recognized in absolute numbers,
2021,Dadra and Nagar Haveli and Daman and Diu,Others,2,startups_recognized in absolute numbers,
2021,Puducherry,Automotive,1,startups_recognized in absolute numbers,
2021,Puducherry,Construction,1,startups_recognized in absolute numbers,
2021,Puducherry,Agriculture,2,startups_recognized in absolute numbers,
2021,Puducherry,Food & Beverages,2,startups_recognized in absolute numbers,
2021,Puducherry,Education,1,startups_recognized in absolute numbers,
2021,Puducherry,Technology Hardware,1,startups_recognized in absolute numbers,
2021,Puducherry,IT Services,3,startups_recognized in absolute numbers,
2021,Puducherry,Human Resources,1,startups_recognized in absolute numbers,
2021,Puducherry,Non- Renewable Energy,1,startups_recognized in absolute numbers,
2021,Puducherry,Retail,1,startups_recognized in absolute numbers,
2021,Puducherry,Professional & Commercial Services,1,startups_recognized in absolute numbers,
2021,Puducherry,Social Network,1,startups_recognized in absolute numbers,
2021,Puducherry,Others,1,startups_recognized in absolute numbers,
2021,Meghalaya,Advertising,1,startups_recognized in absolute numbers,
2021,Meghalaya,Green Technology,1,startups_recognized in absolute numbers,
2021,Meghalaya,Food & Beverages,1,startups_recognized in absolute numbers,
2021,Meghalaya,Education,1,startups_recognized in absolute numbers,
2021,Meghalaya,IT Services,2,startups_recognized in absolute numbers,
2021,Meghalaya,Professional & Commercial Services,1,startups_recognized in absolute numbers,
2021,Meghalaya,Travel & Tourism,1,startups_recognized in absolute numbers,
2021,Meghalaya,Others,1,startups_recognized in absolute numbers,
2021,Odisha,Advertising,4,startups_recognized in absolute numbers,
2021,Odisha,Architecture Interior Design,3,startups_recognized in absolute numbers,
2021,Odisha,AR VR (Augmented + Virtual Reality),2,startups_recognized in absolute numbers,
2021,Odisha,Automotive,7,startups_recognized in absolute numbers,
2021,Odisha,Art & Photography,1,startups_recognized in absolute numbers,
2021,Odisha,Chemicals,2,startups_recognized in absolute numbers,
2021,Odisha,Telecommunication & Networking,2,startups_recognized in absolute numbers,
2021,Odisha,Construction,22,startups_recognized in absolute numbers,
2021,Odisha,Agriculture,31,startups_recognized in absolute numbers,
2021,Odisha,Aeronautics Aerospace & Defence,4,startups_recognized in absolute numbers,
2021,Odisha,AI,3,startups_recognized in absolute numbers,
2021,Odisha,Green Technology,7,startups_recognized in absolute numbers,
2021,Odisha,Events,4,startups_recognized in absolute numbers,
2021,Odisha,Fashion,5,startups_recognized in absolute numbers,
2021,Odisha,Finance Technology,4,startups_recognized in absolute numbers,
2021,Odisha,Enterprise Software,3,startups_recognized in absolute numbers,
2021,Odisha,Food & Beverages,30,startups_recognized in absolute numbers,
2021,Odisha,Education,28,startups_recognized in absolute numbers,
2021,Odisha,Renewable Energy,15,startups_recognized in absolute numbers,
2021,Odisha,Technology Hardware,12,startups_recognized in absolute numbers,
2021,Odisha,Healthcare & Lifesciences,34,startups_recognized in absolute numbers,
2021,Odisha,Internet of Things,7,startups_recognized in absolute numbers,
2021,Odisha,IT Services,34,startups_recognized in absolute numbers,
2021,Odisha,Human Resources,8,startups_recognized in absolute numbers,
2021,Odisha,Marketing,7,startups_recognized in absolute numbers,
2021,Odisha,Nanotechnology,1,startups_recognized in absolute numbers,
2021,Odisha,Non- Renewable Energy,16,startups_recognized in absolute numbers,
2021,Odisha,Pets & Animals,1,startups_recognized in absolute numbers,
2021,Odisha,Media & Entertainment,6,startups_recognized in absolute numbers,
2021,Odisha,Retail,10,startups_recognized in absolute numbers,
2021,Odisha,House-Hold Services,3,startups_recognized in absolute numbers,
2021,Odisha,Professional & Commercial Services,22,startups_recognized in absolute numbers,
2021,Odisha,Social Impact,2,startups_recognized in absolute numbers,
2021,Odisha,Social Network,1,startups_recognized in absolute numbers,
2021,Odisha,Textiles & Apparel,7,startups_recognized in absolute numbers,
2021,Odisha,Indic Language Startups,2,startups_recognized in absolute numbers,
2021,Odisha,Transportation & Storage,5,startups_recognized in absolute numbers,
2021,Odisha,Logistics,6,startups_recognized in absolute numbers,
2021,Odisha,Travel & Tourism,4,startups_recognized in absolute numbers,
2021,Odisha,Security Solutions,3,startups_recognized in absolute numbers,
2021,Odisha,Real Estate,3,startups_recognized in absolute numbers,
2021,Odisha,Other Specialty Retailers,1,startups_recognized in absolute numbers,
2021,Odisha,Safety,4,startups_recognized in absolute numbers,
2021,Odisha,Robotics,1,startups_recognized in absolute numbers,
2021,Odisha,Biotechnology,4,startups_recognized in absolute numbers,
2021,Odisha,Waste Management,4,startups_recognized in absolute numbers,
2021,Odisha,Others,12,startups_recognized in absolute numbers,
2021,Punjab,Advertising,1,startups_recognized in absolute numbers,
2021,Punjab,AR VR (Augmented + Virtual Reality),5,startups_recognized in absolute numbers,
2021,Punjab,Automotive,3,startups_recognized in absolute numbers,
2021,Punjab,Chemicals,3,startups_recognized in absolute numbers,
2021,Punjab,Computer Vision,1,startups_recognized in absolute numbers,
2021,Punjab,Construction,7,startups_recognized in absolute numbers,
2021,Punjab,Agriculture,18,startups_recognized in absolute numbers,
2021,Punjab,Aeronautics Aerospace & Defence,3,startups_recognized in absolute numbers,
2021,Punjab,AI,5,startups_recognized in absolute numbers,
2021,Punjab,Green Technology,2,startups_recognized in absolute numbers,
2021,Punjab,Fashion,3,startups_recognized in absolute numbers,
2021,Punjab,Finance Technology,8,startups_recognized in absolute numbers,
2021,Punjab,Enterprise Software,1,startups_recognized in absolute numbers,
2021,Punjab,Food & Beverages,18,startups_recognized in absolute numbers,
2021,Punjab,Education,16,startups_recognized in absolute numbers,
2021,Punjab,Renewable Energy,6,startups_recognized in absolute numbers,
2021,Punjab,Technology Hardware,5,startups_recognized in absolute numbers,
2021,Punjab,Healthcare & Lifesciences,19,startups_recognized in absolute numbers,
2021,Punjab,Internet of Things,1,startups_recognized in absolute numbers,
2021,Punjab,IT Services,30,startups_recognized in absolute numbers,
2021,Punjab,Human Resources,3,startups_recognized in absolute numbers,
2021,Punjab,Marketing,9,startups_recognized in absolute numbers,
2021,Punjab,Non- Renewable Energy,16,startups_recognized in absolute numbers,
2021,Punjab,Media & Entertainment,7,startups_recognized in absolute numbers,
2021,Punjab,Retail,10,startups_recognized in absolute numbers,
2021,Punjab,House-Hold Services,1,startups_recognized in absolute numbers,
2021,Punjab,Professional & Commercial Services,11,startups_recognized in absolute numbers,
2021,Punjab,Sports,2,startups_recognized in absolute numbers,
2021,Punjab,Social Impact,1,startups_recognized in absolute numbers,
2021,Punjab,Social Network,2,startups_recognized in absolute numbers,
2021,Punjab,Textiles & Apparel,4,startups_recognized in absolute numbers,
2021,Punjab,Indic Language Startups,1,startups_recognized in absolute numbers,
2021,Punjab,Transportation & Storage,1,startups_recognized in absolute numbers,
2021,Punjab,Logistics,1,startups_recognized in absolute numbers,
2021,Punjab,Travel & Tourism,2,startups_recognized in absolute numbers,
2021,Punjab,Security Solutions,4,startups_recognized in absolute numbers,
2021,Punjab,Real Estate,2,startups_recognized in absolute numbers,
2021,Punjab,Other Specialty Retailers,1,startups_recognized in absolute numbers,
2021,Punjab,Robotics,1,startups_recognized in absolute numbers,
2021,Punjab,Biotechnology,1,startups_recognized in absolute numbers,
2021,Punjab,Waste Management,1,startups_recognized in absolute numbers,
2021,Punjab,Others,8,startups_recognized in absolute numbers,
2020,Assam,Analytics,1,startups_recognized in absolute numbers,
2020,Assam,Advertising,1,startups_recognized in absolute numbers,
2020,Assam,Chemicals,2,startups_recognized in absolute numbers,
2020,Assam,Construction,8,startups_recognized in absolute numbers,
2020,Assam,Agriculture,15,startups_recognized in absolute numbers,
2020,Assam,Green Technology,2,startups_recognized in absolute numbers,
2020,Assam,Fashion,2,startups_recognized in absolute numbers,
2020,Assam,Finance Technology,1,startups_recognized in absolute numbers,
2020,Assam,Enterprise Software,1,startups_recognized in absolute numbers,
2020,Assam,Food & Beverages,12,startups_recognized in absolute numbers,
2020,Assam,Design,1,startups_recognized in absolute numbers,
2020,Assam,Education,9,startups_recognized in absolute numbers,
2020,Assam,Renewable Energy,1,startups_recognized in absolute numbers,
2020,Assam,Technology Hardware,2,startups_recognized in absolute numbers,
2020,Assam,Healthcare & Lifesciences,10,startups_recognized in absolute numbers,
2020,Assam,IT Services,12,startups_recognized in absolute numbers,
2020,Assam,Human Resources,2,startups_recognized in absolute numbers,
2020,Assam,Marketing,4,startups_recognized in absolute numbers,
2020,Assam,Non- Renewable Energy,5,startups_recognized in absolute numbers,
2020,Assam,Media & Entertainment,1,startups_recognized in absolute numbers,
2020,Assam,Retail,4,startups_recognized in absolute numbers,
2020,Assam,House-Hold Services,3,startups_recognized in absolute numbers,
2020,Assam,Professional & Commercial Services,5,startups_recognized in absolute numbers,
2020,Assam,Social Impact,1,startups_recognized in absolute numbers,
2020,Assam,Textiles & Apparel,1,startups_recognized in absolute numbers,
2020,Assam,Indic Language Startups,1,startups_recognized in absolute numbers,
2020,Assam,Transportation & Storage,2,startups_recognized in absolute numbers,
2020,Assam,Travel & Tourism,6,startups_recognized in absolute numbers,
2020,Assam,Security Solutions,1,startups_recognized in absolute numbers,
2020,Assam,Real Estate,1,startups_recognized in absolute numbers,
2020,Assam,Other Specialty Retailers,2,startups_recognized in absolute numbers,
2020,Chandigarh,Advertising,1,startups_recognized in absolute numbers,
2020,Chandigarh,Architecture Interior Design,1,startups_recognized in absolute numbers,
2020,Chandigarh,Automotive,2,startups_recognized in absolute numbers,
2020,Chandigarh,Chemicals,1,startups_recognized in absolute numbers,
2020,Chandigarh,Construction,2,startups_recognized in absolute numbers,
2020,Chandigarh,Agriculture,2,startups_recognized in absolute numbers,
2020,Chandigarh,Aeronautics Aerospace & Defence,1,startups_recognized in absolute numbers,
2020,Chandigarh,AI,1,startups_recognized in absolute numbers,
2020,Chandigarh,Enterprise Software,1,startups_recognized in absolute numbers,
2020,Chandigarh,Food & Beverages,1,startups_recognized in absolute numbers,
2020,Chandigarh,Education,3,startups_recognized in absolute numbers,
2020,Chandigarh,Technology Hardware,2,startups_recognized in absolute numbers,
2020,Chandigarh,Healthcare & Lifesciences,5,startups_recognized in absolute numbers,
2020,Chandigarh,IT Services,8,startups_recognized in absolute numbers,
2020,Chandigarh,Human Resources,1,startups_recognized in absolute numbers,
2020,Chandigarh,Marketing,2,startups_recognized in absolute numbers,
2020,Chandigarh,Non- Renewable Energy,2,startups_recognized in absolute numbers,
2020,Chandigarh,Retail,1,startups_recognized in absolute numbers,
2020,Chandigarh,House-Hold Services,1,startups_recognized in absolute numbers,
2020,Chandigarh,Professional & Commercial Services,7,startups_recognized in absolute numbers,
2020,Chandigarh,Social Impact,1,startups_recognized in absolute numbers,
2020,Chandigarh,Transportation & Storage,2,startups_recognized in absolute numbers,
2020,Chandigarh,Travel & Tourism,1,startups_recognized in absolute numbers,
2020,Chandigarh,Security Solutions,1,startups_recognized in absolute numbers,
2020,Chandigarh,Real Estate,2,startups_recognized in absolute numbers,
2020,Chandigarh,Other Specialty Retailers,1,startups_recognized in absolute numbers,
2020,Chandigarh,Robotics,1,startups_recognized in absolute numbers,
2020,Chandigarh,Waste Management,1,startups_recognized in absolute numbers,
2020,Goa,Automotive,1,startups_recognized in absolute numbers,
2020,Goa,Art & Photography,1,startups_recognized in absolute numbers,
2020,Goa,Construction,1,startups_recognized in absolute numbers,
2020,Goa,Agriculture,2,startups_recognized in absolute numbers,
2020,Goa,AI,4,startups_recognized in absolute numbers,
2020,Goa,Events,2,startups_recognized in absolute numbers,
2020,Goa,Fashion,1,startups_recognized in absolute numbers,
2020,Goa,Enterprise Software,2,startups_recognized in absolute numbers,
2020,Goa,Food & Beverages,1,startups_recognized in absolute numbers,
2020,Goa,Education,2,startups_recognized in absolute numbers,
2020,Goa,Technology Hardware,2,startups_recognized in absolute numbers,
2020,Goa,Healthcare & Lifesciences,4,startups_recognized in absolute numbers,
2020,Goa,Internet of Things,2,startups_recognized in absolute numbers,
2020,Goa,IT Services,8,startups_recognized in absolute numbers,
2020,Goa,Marketing,3,startups_recognized in absolute numbers,
2020,Goa,Non- Renewable Energy,3,startups_recognized in absolute numbers,
2020,Goa,Media & Entertainment,4,startups_recognized in absolute numbers,
2020,Goa,Retail,4,startups_recognized in absolute numbers,
2020,Goa,Professional & Commercial Services,10,startups_recognized in absolute numbers,
2020,Goa,Sports,1,startups_recognized in absolute numbers,
2020,Goa,Textiles & Apparel,1,startups_recognized in absolute numbers,
2020,Goa,Transportation & Storage,2,startups_recognized in absolute numbers,
2020,Goa,Travel & Tourism,1,startups_recognized in absolute numbers,
2020,Goa,Real Estate,3,startups_recognized in absolute numbers,
2020,Goa,Robotics,1,startups_recognized in absolute numbers,
2020,Goa,Others,1,startups_recognized in absolute numbers,
2020,Delhi,Analytics,11,startups_recognized in absolute numbers,
2020,Delhi,Advertising,16,startups_recognized in absolute numbers,
2020,Delhi,Architecture Interior Design,16,startups_recognized in absolute numbers,
2020,Delhi,AR VR (Augmented + Virtual Reality),4,startups_recognized in absolute numbers,
2020,Delhi,Automotive,31,startups_recognized in absolute numbers,
2020,Delhi,Art & Photography,4,startups_recognized in absolute numbers,
2020,Delhi,Animation,1,startups_recognized in absolute numbers,
2020,Delhi,Chemicals,14,startups_recognized in absolute numbers,
2020,Delhi,Computer Vision,2,startups_recognized in absolute numbers,
2020,Delhi,Telecommunication & Networking,33,startups_recognized in absolute numbers,
2020,Delhi,Construction,54,startups_recognized in absolute numbers,
2020,Delhi,Agriculture,47,startups_recognized in absolute numbers,
2020,Delhi,Aeronautics Aerospace & Defence,16,startups_recognized in absolute numbers,
2020,Delhi,AI,25,startups_recognized in absolute numbers,
2020,Delhi,Green Technology,54,startups_recognized in absolute numbers,
2020,Delhi,Events,13,startups_recognized in absolute numbers,
2020,Delhi,Fashion,40,startups_recognized in absolute numbers,
2020,Delhi,Finance Technology,62,startups_recognized in absolute numbers,
2020,Delhi,Enterprise Software,24,startups_recognized in absolute numbers,
2020,Delhi,Food & Beverages,67,startups_recognized in absolute numbers,
2020,Delhi,Design,7,startups_recognized in absolute numbers,
2020,Delhi,Dating Matrimonial,1,startups_recognized in absolute numbers,
2020,Delhi,Education,119,startups_recognized in absolute numbers,
2020,Delhi,Renewable Energy,52,startups_recognized in absolute numbers,
2020,Delhi,Technology Hardware,62,startups_recognized in absolute numbers,
2020,Delhi,Healthcare & Lifesciences,192,startups_recognized in absolute numbers,
2020,Delhi,Internet of Things,16,startups_recognized in absolute numbers,
2020,Delhi,IT Services,198,startups_recognized in absolute numbers,
2020,Delhi,Human Resources,61,startups_recognized in absolute numbers,
2020,Delhi,Marketing,37,startups_recognized in absolute numbers,
2020,Delhi,Nanotechnology,3,startups_recognized in absolute numbers,
2020,Delhi,Non- Renewable Energy,21,startups_recognized in absolute numbers,
2020,Delhi,Pets & Animals,5,startups_recognized in absolute numbers,
2020,Delhi,Media & Entertainment,34,startups_recognized in absolute numbers,
2020,Delhi,Retail,50,startups_recognized in absolute numbers,
2020,Delhi,House-Hold Services,17,startups_recognized in absolute numbers,
2020,Delhi,Professional & Commercial Services,148,startups_recognized in absolute numbers,
2020,Delhi,Sports,14,startups_recognized in absolute numbers,
2020,Delhi,Social Impact,11,startups_recognized in absolute numbers,
2020,Delhi,Social Network,10,startups_recognized in absolute numbers,
2020,Delhi,Textiles & Apparel,38,startups_recognized in absolute numbers,
2020,Delhi,Indic Language Startups,3,startups_recognized in absolute numbers,
2020,Delhi,Transportation & Storage,33,startups_recognized in absolute numbers,
2020,Delhi,Logistics,4,startups_recognized in absolute numbers,
2020,Delhi,Travel & Tourism,44,startups_recognized in absolute numbers,
2020,Delhi,Security Solutions,32,startups_recognized in absolute numbers,
2020,Delhi,Airport Operations,1,startups_recognized in absolute numbers,
2020,Delhi,Real Estate,12,startups_recognized in absolute numbers,
2020,Delhi,Other Specialty Retailers,22,startups_recognized in absolute numbers,
2020,Delhi,Safety,14,startups_recognized in absolute numbers,
2020,Delhi,Robotics,7,startups_recognized in absolute numbers,
2020,Delhi,Biotechnology,1,startups_recognized in absolute numbers,
2020,Delhi,Waste Management,3,startups_recognized in absolute numbers,
2020,Delhi,Others,10,startups_recognized in absolute numbers,
2020,Delhi,Toys and Games,1,startups_recognized in absolute numbers,
2020,Gujarat,Analytics,5,startups_recognized in absolute numbers,
2020,Gujarat,Advertising,1,startups_recognized in absolute numbers,
2020,Gujarat,Architecture Interior Design,3,startups_recognized in absolute numbers,
2020,Gujarat,AR VR (Augmented + Virtual Reality),7,startups_recognized in absolute numbers,
2020,Gujarat,Automotive,25,startups_recognized in absolute numbers,
2020,Gujarat,Art & Photography,3,startups_recognized in absolute numbers,
2020,Gujarat,Chemicals,15,startups_recognized in absolute numbers,
2020,Gujarat,Computer Vision,3,startups_recognized in absolute numbers,
2020,Gujarat,Telecommunication & Networking,5,startups_recognized in absolute numbers,
2020,Gujarat,Construction,39,startups_recognized in absolute numbers,
2020,Gujarat,Agriculture,32,startups_recognized in absolute numbers,
2020,Gujarat,Aeronautics Aerospace & Defence,8,startups_recognized in absolute numbers,
2020,Gujarat,AI,6,startups_recognized in absolute numbers,
2020,Gujarat,Green Technology,28,startups_recognized in absolute numbers,
2020,Gujarat,Events,1,startups_recognized in absolute numbers,
2020,Gujarat,Fashion,9,startups_recognized in absolute numbers,
2020,Gujarat,Finance Technology,23,startups_recognized in absolute numbers,
2020,Gujarat,Enterprise Software,13,startups_recognized in absolute numbers,
2020,Gujarat,Food & Beverages,37,startups_recognized in absolute numbers,
2020,Gujarat,Design,8,startups_recognized in absolute numbers,
2020,Gujarat,Dating Matrimonial,1,startups_recognized in absolute numbers,
2020,Gujarat,Education,36,startups_recognized in absolute numbers,
2020,Gujarat,Renewable Energy,37,startups_recognized in absolute numbers,
2020,Gujarat,Technology Hardware,47,startups_recognized in absolute numbers,
2020,Gujarat,Healthcare & Lifesciences,131,startups_recognized in absolute numbers,
2020,Gujarat,Internet of Things,21,startups_recognized in absolute numbers,
2020,Gujarat,IT Services,97,startups_recognized in absolute numbers,
2020,Gujarat,Human Resources,20,startups_recognized in absolute numbers,
2020,Gujarat,Marketing,15,startups_recognized in absolute numbers,
2020,Gujarat,Nanotechnology,5,startups_recognized in absolute numbers,
2020,Gujarat,Non- Renewable Energy,20,startups_recognized in absolute numbers,
2020,Gujarat,Pets & Animals,1,startups_recognized in absolute numbers,
2020,Gujarat,Media & Entertainment,6,startups_recognized in absolute numbers,
2020,Gujarat,Retail,24,startups_recognized in absolute numbers,
2020,Gujarat,House-Hold Services,7,startups_recognized in absolute numbers,
2020,Gujarat,Professional & Commercial Services,51,startups_recognized in absolute numbers,
2020,Gujarat,Sports,5,startups_recognized in absolute numbers,
2020,Gujarat,Social Impact,7,startups_recognized in absolute numbers,
2020,Gujarat,Social Network,5,startups_recognized in absolute numbers,
2020,Gujarat,Textiles & Apparel,8,startups_recognized in absolute numbers,
2020,Gujarat,Indic Language Startups,2,startups_recognized in absolute numbers,
2020,Gujarat,Transportation & Storage,15,startups_recognized in absolute numbers,
2020,Gujarat,Travel & Tourism,6,startups_recognized in absolute numbers,
2020,Gujarat,Security Solutions,6,startups_recognized in absolute numbers,
2020,Gujarat,Real Estate,5,startups_recognized in absolute numbers,
2020,Gujarat,Other Specialty Retailers,20,startups_recognized in absolute numbers,
2020,Gujarat,Safety,2,startups_recognized in absolute numbers,
2020,Gujarat,Robotics,7,startups_recognized in absolute numbers,
2020,Gujarat,Waste Management,1,startups_recognized in absolute numbers,
2020,Gujarat,Others,2,startups_recognized in absolute numbers,
2020,Himachal Pradesh,Automotive,2,startups_recognized in absolute numbers,
2020,Himachal Pradesh,Chemicals,2,startups_recognized in absolute numbers,
2020,Himachal Pradesh,Telecommunication & Networking,1,startups_recognized in absolute numbers,
2020,Himachal Pradesh,Construction,3,startups_recognized in absolute numbers,
2020,Himachal Pradesh,Agriculture,1,startups_recognized in absolute numbers,
